ActivityHour,ActivityDay,Id,TotalIntensity,AverageIntensity
00:00,2016-04-12,1503960366,20,0.333333
01:00,2016-04-12,1503960366,8,0.133333
02:00,2016-04-12,1503960366,7,0.116667
03:00,2016-04-12,1503960366,0,0.0
04:00,2016-04-12,1503960366,0,0.0
05:00,2016-04-12,1503960366,0,0.0
06:00,2016-04-12,1503960366,0,0.0
07:00,2016-04-12,1503960366,0,0.0
08:00,2016-04-12,1503960366,13,0.216667
09:00,2016-04-12,1503960366,30,0.5
10:00,2016-04-12,1503960366,29,0.483333
11:00,2016-04-12,1503960366,12,0.2
12:00,2016-04-12,1503960366,11,0.183333
13:00,2016-04-12,1503960366,6,0.1
14:00,2016-04-12,1503960366,36,0.6
15:00,2016-04-12,1503960366,58,0.966667
16:00,2016-04-12,1503960366,13,0.216667
17:00,2016-04-12,1503960366,16,0.266667
18:00,2016-04-12,1503960366,29,0.483333
19:00,2016-04-12,1503960366,39,0.65
20:00,2016-04-12,1503960366,41,0.683333
21:00,2016-04-12,1503960366,31,0.516667
22:00,2016-04-12,1503960366,9,0.15
23:00,2016-04-12,1503960366,21,0.35
00:00,2016-04-13,1503960366,14,0.233333
01:00,2016-04-13,1503960366,0,0.0
02:00,2016-04-13,1503960366,0,0.0
03:00,2016-04-13,1503960366,4,0.066667
04:00,2016-04-13,1503960366,0,0.0
05:00,2016-04-13,1503960366,0,0.0
06:00,2016-04-13,1503960366,0,0.0
07:00,2016-04-13,1503960366,8,0.133333
08:00,2016-04-13,1503960366,12,0.2
09:00,2016-04-13,1503960366,27,0.45
10:00,2016-04-13,1503960366,15,0.25
11:00,2016-04-13,1503960366,16,0.266667
12:00,2016-04-13,1503960366,15,0.25
13:00,2016-04-13,1503960366,10,0.166667
14:00,2016-04-13,1503960366,46,0.766667
15:00,2016-04-13,1503960366,13,0.216667
16:00,2016-04-13,1503960366,10,0.166667
17:00,2016-04-13,1503960366,23,0.383333
18:00,2016-04-13,1503960366,25,0.416667
19:00,2016-04-13,1503960366,13,0.216667
20:00,2016-04-13,1503960366,0,0.0
21:00,2016-04-13,1503960366,0,0.0
22:00,2016-04-13,1503960366,11,0.183333
23:00,2016-04-13,1503960366,56,0.933333
00:00,2016-04-14,1503960366,4,0.066667
01:00,2016-04-14,1503960366,3,0.05
02:00,2016-04-14,1503960366,0,0.0
03:00,2016-04-14,1503960366,0,0.0
04:00,2016-04-14,1503960366,0,0.0
05:00,2016-04-14,1503960366,0,0.0
06:00,2016-04-14,1503960366,0,0.0
07:00,2016-04-14,1503960366,0,0.0
08:00,2016-04-14,1503960366,0,0.0
09:00,2016-04-14,1503960366,14,0.233333
10:00,2016-04-14,1503960366,23,0.383333
11:00,2016-04-14,1503960366,7,0.116667
12:00,2016-04-14,1503960366,18,0.3
13:00,2016-04-14,1503960366,54,0.9
14:00,2016-04-14,1503960366,22,0.366667
15:00,2016-04-14,1503960366,7,0.116667
16:00,2016-04-14,1503960366,25,0.416667
17:00,2016-04-14,1503960366,5,0.083333
18:00,2016-04-14,1503960366,12,0.2
19:00,2016-04-14,1503960366,1,0.016667
20:00,2016-04-14,1503960366,24,0.4
21:00,2016-04-14,1503960366,57,0.95
22:00,2016-04-14,1503960366,17,0.283333
23:00,2016-04-14,1503960366,0,0.0
00:00,2016-04-15,1503960366,6,0.1
01:00,2016-04-15,1503960366,5,0.083333
02:00,2016-04-15,1503960366,7,0.116667
03:00,2016-04-15,1503960366,0,0.0
04:00,2016-04-15,1503960366,0,0.0
05:00,2016-04-15,1503960366,1,0.016667
06:00,2016-04-15,1503960366,0,0.0
07:00,2016-04-15,1503960366,1,0.016667
08:00,2016-04-15,1503960366,5,0.083333
09:00,2016-04-15,1503960366,2,0.033333
10:00,2016-04-15,1503960366,8,0.133333
11:00,2016-04-15,1503960366,23,0.383333
12:00,2016-04-15,1503960366,13,0.216667
13:00,2016-04-15,1503960366,9,0.15
14:00,2016-04-15,1503960366,0,0.0
15:00,2016-04-15,1503960366,0,0.0
16:00,2016-04-15,1503960366,0,0.0
17:00,2016-04-15,1503960366,47,0.783333
18:00,2016-04-15,1503960366,22,0.366667
19:00,2016-04-15,1503960366,32,0.533333
20:00,2016-04-15,1503960366,8,0.133333
21:00,2016-04-15,1503960366,14,0.233333
22:00,2016-04-15,1503960366,66,1.1
23:00,2016-04-15,1503960366,95,1.583333
00:00,2016-04-16,1503960366,15,0.25
01:00,2016-04-16,1503960366,0,0.0
02:00,2016-04-16,1503960366,3,0.05
03:00,2016-04-16,1503960366,1,0.016667
04:00,2016-04-16,1503960366,1,0.016667
05:00,2016-04-16,1503960366,1,0.016667
06:00,2016-04-16,1503960366,0,0.0
07:00,2016-04-16,1503960366,4,0.066667
08:00,2016-04-16,1503960366,9,0.15
09:00,2016-04-16,1503960366,38,0.633333
10:00,2016-04-16,1503960366,14,0.233333
11:00,2016-04-16,1503960366,30,0.5
12:00,2016-04-16,1503960366,42,0.7
13:00,2016-04-16,1503960366,90,1.5
14:00,2016-04-16,1503960366,20,0.333333
15:00,2016-04-16,1503960366,0,0.0
16:00,2016-04-16,1503960366,2,0.033333
17:00,2016-04-16,1503960366,17,0.283333
18:00,2016-04-16,1503960366,10,0.166667
19:00,2016-04-16,1503960366,12,0.2
20:00,2016-04-16,1503960366,19,0.316667
21:00,2016-04-16,1503960366,13,0.216667
22:00,2016-04-16,1503960366,3,0.05
23:00,2016-04-16,1503960366,5,0.083333
00:00,2016-04-17,1503960366,0,0.0
01:00,2016-04-17,1503960366,0,0.0
02:00,2016-04-17,1503960366,0,0.0
03:00,2016-04-17,1503960366,1,0.016667
04:00,2016-04-17,1503960366,0,0.0
05:00,2016-04-17,1503960366,0,0.0
06:00,2016-04-17,1503960366,0,0.0
07:00,2016-04-17,1503960366,0,0.0
08:00,2016-04-17,1503960366,0,0.0
09:00,2016-04-17,1503960366,0,0.0
10:00,2016-04-17,1503960366,0,0.0
11:00,2016-04-17,1503960366,9,0.15
12:00,2016-04-17,1503960366,18,0.3
13:00,2016-04-17,1503960366,23,0.383333
14:00,2016-04-17,1503960366,10,0.166667
15:00,2016-04-17,1503960366,13,0.216667
16:00,2016-04-17,1503960366,2,0.033333
17:00,2016-04-17,1503960366,71,1.183333
18:00,2016-04-17,1503960366,39,0.65
19:00,2016-04-17,1503960366,24,0.4
20:00,2016-04-17,1503960366,87,1.45
21:00,2016-04-17,1503960366,16,0.266667
22:00,2016-04-17,1503960366,5,0.083333
23:00,2016-04-17,1503960366,0,0.0
00:00,2016-04-18,1503960366,21,0.35
01:00,2016-04-18,1503960366,0,0.0
02:00,2016-04-18,1503960366,0,0.0
03:00,2016-04-18,1503960366,0,0.0
04:00,2016-04-18,1503960366,0,0.0
05:00,2016-04-18,1503960366,0,0.0
06:00,2016-04-18,1503960366,0,0.0
07:00,2016-04-18,1503960366,0,0.0
08:00,2016-04-18,1503960366,0,0.0
09:00,2016-04-18,1503960366,39,0.65
10:00,2016-04-18,1503960366,17,0.283333
11:00,2016-04-18,1503960366,15,0.25
12:00,2016-04-18,1503960366,40,0.666667
13:00,2016-04-18,1503960366,9,0.15
14:00,2016-04-18,1503960366,7,0.116667
15:00,2016-04-18,1503960366,14,0.233333
16:00,2016-04-18,1503960366,17,0.283333
17:00,2016-04-18,1503960366,18,0.3
18:00,2016-04-18,1503960366,114,1.9
19:00,2016-04-18,1503960366,30,0.5
20:00,2016-04-18,1503960366,2,0.033333
21:00,2016-04-18,1503960366,11,0.183333
22:00,2016-04-18,1503960366,19,0.316667
23:00,2016-04-18,1503960366,18,0.3
00:00,2016-04-19,1503960366,0,0.0
01:00,2016-04-19,1503960366,1,0.016667
02:00,2016-04-19,1503960366,0,0.0
03:00,2016-04-19,1503960366,2,0.033333
04:00,2016-04-19,1503960366,0,0.0
05:00,2016-04-19,1503960366,0,0.0
06:00,2016-04-19,1503960366,1,0.016667
07:00,2016-04-19,1503960366,19,0.316667
08:00,2016-04-19,1503960366,38,0.633333
09:00,2016-04-19,1503960366,16,0.266667
10:00,2016-04-19,1503960366,16,0.266667
11:00,2016-04-19,1503960366,13,0.216667
12:00,2016-04-19,1503960366,61,1.016667
13:00,2016-04-19,1503960366,65,1.083333
14:00,2016-04-19,1503960366,12,0.2
15:00,2016-04-19,1503960366,12,0.2
16:00,2016-04-19,1503960366,9,0.15
17:00,2016-04-19,1503960366,13,0.216667
18:00,2016-04-19,1503960366,30,0.5
19:00,2016-04-19,1503960366,31,0.516667
20:00,2016-04-19,1503960366,69,1.15
21:00,2016-04-19,1503960366,16,0.266667
22:00,2016-04-19,1503960366,4,0.066667
23:00,2016-04-19,1503960366,48,0.8
00:00,2016-04-20,1503960366,2,0.033333
01:00,2016-04-20,1503960366,2,0.033333
02:00,2016-04-20,1503960366,0,0.0
03:00,2016-04-20,1503960366,0,0.0
04:00,2016-04-20,1503960366,0,0.0
05:00,2016-04-20,1503960366,0,0.0
06:00,2016-04-20,1503960366,0,0.0
07:00,2016-04-20,1503960366,3,0.05
08:00,2016-04-20,1503960366,14,0.233333
09:00,2016-04-20,1503960366,50,0.833333
10:00,2016-04-20,1503960366,13,0.216667
11:00,2016-04-20,1503960366,1,0.016667
12:00,2016-04-20,1503960366,8,0.133333
13:00,2016-04-20,1503960366,5,0.083333
14:00,2016-04-20,1503960366,39,0.65
15:00,2016-04-20,1503960366,21,0.35
16:00,2016-04-20,1503960366,11,0.183333
17:00,2016-04-20,1503960366,2,0.033333
18:00,2016-04-20,1503960366,32,0.533333
19:00,2016-04-20,1503960366,36,0.6
20:00,2016-04-20,1503960366,12,0.2
21:00,2016-04-20,1503960366,22,0.366667
22:00,2016-04-20,1503960366,7,0.116667
23:00,2016-04-20,1503960366,33,0.55
00:00,2016-04-21,1503960366,2,0.033333
01:00,2016-04-21,1503960366,8,0.133333
02:00,2016-04-21,1503960366,5,0.083333
03:00,2016-04-21,1503960366,0,0.0
04:00,2016-04-21,1503960366,0,0.0
05:00,2016-04-21,1503960366,0,0.0
06:00,2016-04-21,1503960366,0,0.0
07:00,2016-04-21,1503960366,3,0.05
08:00,2016-04-21,1503960366,15,0.25
09:00,2016-04-21,1503960366,26,0.433333
10:00,2016-04-21,1503960366,16,0.266667
11:00,2016-04-21,1503960366,0,0.0
12:00,2016-04-21,1503960366,11,0.183333
13:00,2016-04-21,1503960366,25,0.416667
14:00,2016-04-21,1503960366,2,0.033333
15:00,2016-04-21,1503960366,8,0.133333
16:00,2016-04-21,1503960366,4,0.066667
17:00,2016-04-21,1503960366,5,0.083333
18:00,2016-04-21,1503960366,9,0.15
19:00,2016-04-21,1503960366,8,0.133333
20:00,2016-04-21,1503960366,92,1.533333
21:00,2016-04-21,1503960366,21,0.35
22:00,2016-04-21,1503960366,9,0.15
23:00,2016-04-21,1503960366,15,0.25
00:00,2016-04-22,1503960366,0,0.0
01:00,2016-04-22,1503960366,0,0.0
02:00,2016-04-22,1503960366,0,0.0
03:00,2016-04-22,1503960366,0,0.0
04:00,2016-04-22,1503960366,0,0.0
05:00,2016-04-22,1503960366,0,0.0
06:00,2016-04-22,1503960366,0,0.0
07:00,2016-04-22,1503960366,0,0.0
08:00,2016-04-22,1503960366,0,0.0
09:00,2016-04-22,1503960366,13,0.216667
10:00,2016-04-22,1503960366,2,0.033333
11:00,2016-04-22,1503960366,34,0.566667
12:00,2016-04-22,1503960366,2,0.033333
13:00,2016-04-22,1503960366,4,0.066667
14:00,2016-04-22,1503960366,0,0.0
15:00,2016-04-22,1503960366,10,0.166667
16:00,2016-04-22,1503960366,4,0.066667
17:00,2016-04-22,1503960366,18,0.3
18:00,2016-04-22,1503960366,23,0.383333
19:00,2016-04-22,1503960366,16,0.266667
20:00,2016-04-22,1503960366,13,0.216667
21:00,2016-04-22,1503960366,159,2.65
22:00,2016-04-22,1503960366,30,0.5
23:00,2016-04-22,1503960366,54,0.9
00:00,2016-04-23,1503960366,9,0.15
01:00,2016-04-23,1503960366,0,0.0
02:00,2016-04-23,1503960366,1,0.016667
03:00,2016-04-23,1503960366,0,0.0
04:00,2016-04-23,1503960366,0,0.0
05:00,2016-04-23,1503960366,0,0.0
06:00,2016-04-23,1503960366,2,0.033333
07:00,2016-04-23,1503960366,0,0.0
08:00,2016-04-23,1503960366,8,0.133333
09:00,2016-04-23,1503960366,17,0.283333
10:00,2016-04-23,1503960366,4,0.066667
11:00,2016-04-23,1503960366,11,0.183333
12:00,2016-04-23,1503960366,49,0.816667
13:00,2016-04-23,1503960366,51,0.85
14:00,2016-04-23,1503960366,20,0.333333
15:00,2016-04-23,1503960366,15,0.25
16:00,2016-04-23,1503960366,52,0.866667
17:00,2016-04-23,1503960366,26,0.433333
18:00,2016-04-23,1503960366,66,1.1
19:00,2016-04-23,1503960366,2,0.033333
20:00,2016-04-23,1503960366,9,0.15
21:00,2016-04-23,1503960366,54,0.9
22:00,2016-04-23,1503960366,25,0.416667
23:00,2016-04-23,1503960366,6,0.1
00:00,2016-04-24,1503960366,10,0.166667
01:00,2016-04-24,1503960366,2,0.033333
02:00,2016-04-24,1503960366,0,0.0
03:00,2016-04-24,1503960366,0,0.0
04:00,2016-04-24,1503960366,1,0.016667
05:00,2016-04-24,1503960366,0,0.0
06:00,2016-04-24,1503960366,1,0.016667
07:00,2016-04-24,1503960366,0,0.0
08:00,2016-04-24,1503960366,1,0.016667
09:00,2016-04-24,1503960366,8,0.133333
10:00,2016-04-24,1503960366,26,0.433333
11:00,2016-04-24,1503960366,12,0.2
12:00,2016-04-24,1503960366,12,0.2
13:00,2016-04-24,1503960366,12,0.2
14:00,2016-04-24,1503960366,1,0.016667
15:00,2016-04-24,1503960366,2,0.033333
16:00,2016-04-24,1503960366,29,0.483333
17:00,2016-04-24,1503960366,25,0.416667
18:00,2016-04-24,1503960366,40,0.666667
19:00,2016-04-24,1503960366,131,2.183333
20:00,2016-04-24,1503960366,18,0.3
21:00,2016-04-24,1503960366,17,0.283333
22:00,2016-04-24,1503960366,7,0.116667
23:00,2016-04-24,1503960366,10,0.166667
00:00,2016-04-25,1503960366,8,0.133333
01:00,2016-04-25,1503960366,3,0.05
02:00,2016-04-25,1503960366,6,0.1
03:00,2016-04-25,1503960366,0,0.0
04:00,2016-04-25,1503960366,2,0.033333
05:00,2016-04-25,1503960366,1,0.016667
06:00,2016-04-25,1503960366,0,0.0
07:00,2016-04-25,1503960366,3,0.05
08:00,2016-04-25,1503960366,22,0.366667
09:00,2016-04-25,1503960366,46,0.766667
10:00,2016-04-25,1503960366,12,0.2
11:00,2016-04-25,1503960366,24,0.4
12:00,2016-04-25,1503960366,19,0.316667
13:00,2016-04-25,1503960366,13,0.216667
14:00,2016-04-25,1503960366,5,0.083333
15:00,2016-04-25,1503960366,13,0.216667
16:00,2016-04-25,1503960366,10,0.166667
17:00,2016-04-25,1503960366,8,0.133333
18:00,2016-04-25,1503960366,6,0.1
19:00,2016-04-25,1503960366,86,1.433333
20:00,2016-04-25,1503960366,30,0.5
21:00,2016-04-25,1503960366,132,2.2
22:00,2016-04-25,1503960366,11,0.183333
23:00,2016-04-25,1503960366,3,0.05
00:00,2016-04-26,1503960366,4,0.066667
01:00,2016-04-26,1503960366,11,0.183333
02:00,2016-04-26,1503960366,0,0.0
03:00,2016-04-26,1503960366,11,0.183333
04:00,2016-04-26,1503960366,0,0.0
05:00,2016-04-26,1503960366,1,0.016667
06:00,2016-04-26,1503960366,0,0.0
07:00,2016-04-26,1503960366,3,0.05
08:00,2016-04-26,1503960366,13,0.216667
09:00,2016-04-26,1503960366,31,0.516667
10:00,2016-04-26,1503960366,22,0.366667
11:00,2016-04-26,1503960366,17,0.283333
12:00,2016-04-26,1503960366,10,0.166667
13:00,2016-04-26,1503960366,42,0.7
14:00,2016-04-26,1503960366,60,1.0
15:00,2016-04-26,1503960366,9,0.15
16:00,2016-04-26,1503960366,22,0.366667
17:00,2016-04-26,1503960366,5,0.083333
18:00,2016-04-26,1503960366,72,1.2
19:00,2016-04-26,1503960366,15,0.25
20:00,2016-04-26,1503960366,26,0.433333
21:00,2016-04-26,1503960366,14,0.233333
22:00,2016-04-26,1503960366,9,0.15
23:00,2016-04-26,1503960366,21,0.35
00:00,2016-04-27,1503960366,10,0.166667
01:00,2016-04-27,1503960366,5,0.083333
02:00,2016-04-27,1503960366,2,0.033333
03:00,2016-04-27,1503960366,0,0.0
04:00,2016-04-27,1503960366,0,0.0
05:00,2016-04-27,1503960366,0,0.0
06:00,2016-04-27,1503960366,0,0.0
07:00,2016-04-27,1503960366,0,0.0
08:00,2016-04-27,1503960366,0,0.0
09:00,2016-04-27,1503960366,33,0.55
10:00,2016-04-27,1503960366,27,0.45
11:00,2016-04-27,1503960366,23,0.383333
12:00,2016-04-27,1503960366,12,0.2
13:00,2016-04-27,1503960366,13,0.216667
14:00,2016-04-27,1503960366,35,0.583333
15:00,2016-04-27,1503960366,6,0.1
16:00,2016-04-27,1503960366,7,0.116667
17:00,2016-04-27,1503960366,13,0.216667
18:00,2016-04-27,1503960366,73,1.216667
19:00,2016-04-27,1503960366,150,2.5
20:00,2016-04-27,1503960366,70,1.166667
21:00,2016-04-27,1503960366,20,0.333333
22:00,2016-04-27,1503960366,0,0.0
23:00,2016-04-27,1503960366,0,0.0
00:00,2016-04-28,1503960366,0,0.0
01:00,2016-04-28,1503960366,10,0.166667
02:00,2016-04-28,1503960366,0,0.0
03:00,2016-04-28,1503960366,0,0.0
04:00,2016-04-28,1503960366,0,0.0
05:00,2016-04-28,1503960366,0,0.0
06:00,2016-04-28,1503960366,0,0.0
07:00,2016-04-28,1503960366,1,0.016667
08:00,2016-04-28,1503960366,11,0.183333
09:00,2016-04-28,1503960366,38,0.633333
10:00,2016-04-28,1503960366,19,0.316667
11:00,2016-04-28,1503960366,10,0.166667
12:00,2016-04-28,1503960366,16,0.266667
13:00,2016-04-28,1503960366,33,0.55
14:00,2016-04-28,1503960366,47,0.783333
15:00,2016-04-28,1503960366,5,0.083333
16:00,2016-04-28,1503960366,10,0.166667
17:00,2016-04-28,1503960366,11,0.183333
18:00,2016-04-28,1503960366,56,0.933333
19:00,2016-04-28,1503960366,1,0.016667
20:00,2016-04-28,1503960366,50,0.833333
21:00,2016-04-28,1503960366,21,0.35
22:00,2016-04-28,1503960366,2,0.033333
23:00,2016-04-28,1503960366,48,0.8
00:00,2016-04-29,1503960366,9,0.15
01:00,2016-04-29,1503960366,0,0.0
02:00,2016-04-29,1503960366,4,0.066667
03:00,2016-04-29,1503960366,0,0.0
04:00,2016-04-29,1503960366,0,0.0
05:00,2016-04-29,1503960366,0,0.0
06:00,2016-04-29,1503960366,0,0.0
07:00,2016-04-29,1503960366,3,0.05
08:00,2016-04-29,1503960366,13,0.216667
09:00,2016-04-29,1503960366,33,0.55
10:00,2016-04-29,1503960366,4,0.066667
11:00,2016-04-29,1503960366,4,0.066667
12:00,2016-04-29,1503960366,6,0.1
13:00,2016-04-29,1503960366,6,0.1
14:00,2016-04-29,1503960366,56,0.933333
15:00,2016-04-29,1503960366,23,0.383333
16:00,2016-04-29,1503960366,10,0.166667
17:00,2016-04-29,1503960366,9,0.15
18:00,2016-04-29,1503960366,5,0.083333
19:00,2016-04-29,1503960366,11,0.183333
20:00,2016-04-29,1503960366,16,0.266667
21:00,2016-04-29,1503960366,20,0.333333
22:00,2016-04-29,1503960366,27,0.45
23:00,2016-04-29,1503960366,56,0.933333
00:00,2016-04-30,1503960366,1,0.016667
01:00,2016-04-30,1503960366,7,0.116667
02:00,2016-04-30,1503960366,0,0.0
03:00,2016-04-30,1503960366,1,0.016667
04:00,2016-04-30,1503960366,0,0.0
05:00,2016-04-30,1503960366,0,0.0
06:00,2016-04-30,1503960366,0,0.0
07:00,2016-04-30,1503960366,0,0.0
08:00,2016-04-30,1503960366,3,0.05
09:00,2016-04-30,1503960366,11,0.183333
10:00,2016-04-30,1503960366,17,0.283333
11:00,2016-04-30,1503960366,7,0.116667
12:00,2016-04-30,1503960366,4,0.066667
13:00,2016-04-30,1503960366,11,0.183333
14:00,2016-04-30,1503960366,22,0.366667
15:00,2016-04-30,1503960366,26,0.433333
16:00,2016-04-30,1503960366,99,1.65
17:00,2016-04-30,1503960366,55,0.916667
18:00,2016-04-30,1503960366,71,1.183333
19:00,2016-04-30,1503960366,4,0.066667
20:00,2016-04-30,1503960366,5,0.083333
21:00,2016-04-30,1503960366,22,0.366667
22:00,2016-04-30,1503960366,47,0.783333
23:00,2016-04-30,1503960366,28,0.466667
00:00,2016-05-01,1503960366,9,0.15
01:00,2016-05-01,1503960366,8,0.133333
02:00,2016-05-01,1503960366,2,0.033333
03:00,2016-05-01,1503960366,1,0.016667
04:00,2016-05-01,1503960366,0,0.0
05:00,2016-05-01,1503960366,0,0.0
06:00,2016-05-01,1503960366,0,0.0
07:00,2016-05-01,1503960366,3,0.05
08:00,2016-05-01,1503960366,6,0.1
09:00,2016-05-01,1503960366,12,0.2
10:00,2016-05-01,1503960366,6,0.1
11:00,2016-05-01,1503960366,10,0.166667
12:00,2016-05-01,1503960366,10,0.166667
13:00,2016-05-01,1503960366,5,0.083333
14:00,2016-05-01,1503960366,25,0.416667
15:00,2016-05-01,1503960366,21,0.35
